playerid,season,name,team,position,games_played,mins_played,shifts,shots_on_goal,shot_attempts,points,goals,assists,primary_assists,secondary_assists,pp_points,pp_goals,pp_assists,pk_points,pk_goals,pk_assists,blocked_shots,hits,takeaways,giveaways,faceoffswon,faceoffslost,penalties,penalty_mins,penaltiesdrawn,penaltyminutesdrawn
8473446,2023,Erik Johnson,PHI,D,67,969.72,1339,60,128,6,5,1,0,1,0,0,0,0,0,0,97,143,6,15,0,0,5,16,8,25
8475235,2023,Nicolas Deslauriers,PHI,L,60,488.97,690,49,99,4,1,3,1,2,0,0,0,0,0,0,21,188,14,5,5,8,23,79,14,61
8476461,2023,Sean Couturier,PHI,C,74,1318.97,1677,192,316,38,11,27,13,14,6,3,3,2,0,2,41,59,47,31,692,602,13,29,9,19
8479587,2023,Rhett Gardner,PHI,C,1,7.47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0
8481178,2023,Egor Zamula,PHI,D,66,1059.78,1373,61,177,21,5,16,7,9,7,2,5,1,0,1,79,37,17,22,0,0,16,32,6,12
8477948,2023,Travis Sanheim,PHI,D,81,1928.23,2474,146,320,44,10,34,17,17,4,0,4,4,1,3,149,94,37,47,0,0,24,48,17,34
8478495,2023,Denis Gurianov,PHI,R,18,219.82,314,26,50,2,1,1,1,0,0,0,0,0,0,0,6,14,4,9,0,0,0,0,2,4
8476872,2023,Scott Laughton,PHI,C,82,1283.73,1721,167,286,39,13,26,16,10,3,1,2,8,2,6,56,155,19,26,478,499,28,59,21,43
8480015,2023,Owen Tippett,PHI,R,78,1293.72,1690,289,544,53,28,25,17,8,7,5,2,0,0,0,47,148,33,25,19,26,6,12,17,34
8478047,2023,Michael Bunting,PIT,L,81,1270.53,1506,168,332,55,19,36,26,10,21,7,14,0,0,0,21,49,38,47,7,16,21,47,34,71
8481591,2023,Sam Poulin,PIT,R,3,23.37,34,2,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,5,7,1,2,0,0
8471675,2023,Sidney Crosby,PIT,C,82,1647.12,1996,278,490,94,42,52,34,18,21,10,11,0,0,0,37,101,73,57,1090,782,20,40,29,60
8475191,2023,Reilly Smith,PIT,R,76,1226.17,1652,152,272,40,13,27,17,10,8,1,7,0,0,0,28,55,36,38,5,14,9,18,8,16
8476442,2023,Matt Nieto,PIT,L,22,255.45,364,13,27,4,1,3,3,0,0,0,0,0,0,0,9,14,4,4,0,0,2,4,0,0
8483401,2023,Marc Johnstone,PIT,R,1,7.32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
8476483,2023,Rickard Rakell,PIT,R,70,1156.1,1491,165,327,37,15,22,7,15,4,2,2,0,0,0,40,112,28,18,3,10,11,22,15,30
8482055,2023,Drew O'Connor,PIT,L,79,1243.9,1697,160,269,33,16,17,11,6,0,0,0,2,1,1,58,53,37,28,21,24,10,20,14,28
8471215,2023,Evgeni Malkin,PIT,C,82,1523.93,1793,199,401,67,27,40,24,16,15,5,10,0,0,0,42,29,90,56,389,412,33,70,32,64
8474578,2023,Erik Karlsson,PIT,D,82,1990.02,2147,213,549,56,11,45,24,21,15,2,13,0,0,0,99,40,50,71,0,0,22,44,13,26
8475810,2023,Bryan Rust,PIT,R,62,1213.85,1561,196,343,56,28,28,14,14,9,3,6,0,0,0,51,47,29,34,2,6,10,20,10,20
8480205,2023,Emil Bemstrom,PIT,C,56,623.85,832,83,157,16,8,8,6,2,5,4,1,0,0,0,34,36,10,13,6,10,7,12,3,6
8478424,2023,Jansen Harkins,PIT,C,45,369.37,553,37,68,4,0,4,4,0,0,0,0,0,0,0,13,74,9,9,2,0,9,21,10,21
8474189,2023,Lars Eller,PIT,C,82,1309.17,1850,154,300,31,15,16,8,8,5,4,1,2,1,1,56,55,54,37,487,445,14,32,20,40
8481206,2023,John Ludvig,PIT,D,33,389.6,542,24,53,5,3,2,1,1,0,0,0,0,0,0,33,72,3,9,0,0,11,37,7,29
8480836,2023,Jonathan Gruden,PIT,C,13,112.75,177,9,14,1,1,0,0,0,0,0,0,0,0,0,5,35,3,3,4,8,1,5,2,7
8478854,2023,Ryan Shea,PIT,D,31,391.37,511,17,36,1,1,0,0,0,0,0,0,0,0,0,24,24,8,8,0,0,3,6,1,2
8479344,2023,Jesse Puljujarvi,PIT,R,22,202.15,300,29,47,4,3,1,1,0,0,0,0,0,0,0,6,39,6,6,1,5,3,6,0,0
8478569,2023,Noel Acciari,PIT,C,55,713.4,1072,59,100,7,4,3,1,2,0,0,0,0,0,0,85,124,26,8,313,261,5,10,7,14
8470604,2023,Jeff Carter,PIT,C,72,905.08,1350,90,175,15,11,4,2,2,4,4,0,2,2,0,33,83,23,20,265,159,6,12,5,10
8477969,2023,Marcus Pettersson,PIT,D,82,1859.02,2137,106,267,30,4,26,8,18,0,0,0,0,0,0,159,121,26,32,0,0,19,44,10,26
8479533,2023,Joona Koppanen,PIT,L,4,31.23,45,4,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,8,0,0,1,2
8481030,2023,Jack St. Ivany,PIT,D,14,191.83,260,11,25,1,0,1,1,0,0,0,0,0,0,0,14,30,5,3,0,0,1,2,0,0
8481703,2023,Valtteri Puustinen,PIT,R,52,610.85,868,86,148,20,5,15,10,5,2,0,2,0,0,0,33,40,19,15,1,3,3,6,2,4
8482241,2023,Radim Zohorna,PIT,L,33,322.23,462,38,68,7,4,3,2,1,0,0,0,0,0,0,5,44,14,7,5,5,8,18,5,10
8477435,2023,Ryan Graves,PIT,D,70,1287.15,1561,77,190,14,3,11,3,8,0,0,0,0,0,0,142,72,19,40,0,0,14,30,8,16
8476994,2023,Vinnie Hinostroza,PIT,C,14,136.5,199,27,35,3,1,2,1,1,0,0,0,0,0,0,7,11,7,0,4,6,2,4,1,2
8480058,2023,Pierre-Olivier Joseph,PIT,D,52,784.4,1047,42,112,11,2,9,5,4,0,0,0,0,0,0,44,47,22,20,0,0,7,14,4,8
8471724,2023,Kris Letang,PIT,D,82,2024.45,2254,164,416,51,10,41,18,23,5,0,5,0,0,0,136,137,47,64,0,0,27,52,13,26
8477930,2023,Pierre-Edouard Bellemare,SEA,L,40,393.53,582,36,69,7,4,3,2,1,0,0,0,1,1,0,22,20,18,7,174,151,3,6,5,10
8477401,2023,John Hayden,SEA,C,2,13.45,22,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0
8474586,2023,Jordan Eberle,SEA,R,78,1360.7,1656,168,313,44,17,27,18,9,11,6,5,0,0,0,23,30,59,20,31,42,7,17,12,29
8479293,2023,Brandon Tanev,SEA,L,66,962.75,1323,73,136,16,7,9,6,3,0,0,0,1,0,1,62,148,31,13,9,21,17,51,22,59
8478407,2023,Vince Dunn,SEA,D,59,1362.13,1539,120,328,46,11,35,19,16,15,4,11,1,0,1,64,39,30,34,0,0,23,68,13,32
8480009,2023,Eeli Tolvanen,SEA,R,81,1267.02,1594,153,330,41,16,25,14,11,10,1,9,0,0,0,75,210,33,24,12,23,12,24,5,10
8475768,2023,Jaden Schwartz,SEA,C,62,1014.47,1278,117,209,30,13,17,9,8,10,7,3,0,0,0,27,46,40,21,92,69,12,24,13,26
8477467,2023,Gustav Olofsson,SEA,D,1,14.95,16,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
8476457,2023,Adam Larsson,SEA,D,81,1858.55,2126,130,304,18,4,14,5,9,0,0,0,1,0,1,151,162,22,18,0,0,19,45,11,24
8479249,2023,Andrew Poturalski,SEA,C,2,13.75,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2
8481789,2023,Tye Kartye,SEA,L,77,911.37,1249,109,224,20,11,9,4,5,0,0,0,0,0,0,27,228,24,9,41,46,12,27,16,35
8482858,2023,Ryker Evans,SEA,D,36,690.43,792,44,102,9,1,8,8,0,5,0,5,0,0,0,38,62,7,7,0,0,9,20,5,10
8476467,2023,Jamie Oleksiak,SEA,D,82,1611.18,1978,108,213,15,2,13,4,9,0,0,0,1,0,1,177,110,33,29,0,0,18,37,7,17
8479986,2023,Kole Lind,SEA,R,1,5.98,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
8476826,2023,Yanni Gourde,SEA,C,80,1395.82,1740,156,293,33,11,22,15,7,2,0,2,2,1,1,52,156,62,25,519,566,23,52,18,39
8477444,2023,Andre Burakovsky,SEA,L,49,713.68,904,92,207,16,7,9,5,4,9,5,4,0,0,0,14,13,24,11,3,3,6,14,7,14
8474602,2023,Justin Schultz,SEA,D,70,1153.12,1514,100,267,26,7,19,8,11,10,0,10,0,0,0,68,26,17,12,0,0,11,22,1,2
8477955,2023,Jared McCann,SEA,L,80,1340.88,1751,216,440,62,29,33,20,13,21,7,14,2,2,0,27,45,42,29,147,160,14,31,33,71
8476323,2023,Max McCormick,SEA,L,1,5.63,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8482751,2023,Ryan Winterton,SEA,C,9,84.05,116,10,18,0,0,0,0,0,0,0,0,0,0,0,4,10,4,1,0,1,0,0,0,0
8475208,2023,Brian Dumoulin,SEA,D,80,1361.25,1757,69,186,16,6,10,4,6,0,0,0,0,0,0,79,72,18,25,0,0,10,20,8,16
8476913,2023,Devin Shore,SEA,C,21,168.15,231,15,38,4,1,3,2,1,0,0,0,0,0,0,9,27,5,1,20,20,1,4,1,2
8483524,2023,Shane Wright,SEA,C,8,108.28,140,12,28,5,4,1,1,0,1,0,1,0,0,0,6,1,4,5,41,40,0,0,3,6
8477416,2023,Oliver Bjorkstrand,SEA,R,82,1327,1619,186,428,59,20,39,19,20,24,8,16,0,0,0,29,67,63,24,9,19,6,12,16,34
8475193,2023,Tomas Tatar,SEA,L,70,871.67,1217,72,159,24,9,15,6,9,1,0,1,0,0,0,24,43,19,19,5,15,10,20,13,26
8482665,2023,Matty Beniers,SEA,C,77,1383.17,1675,133,273,37,15,22,15,7,12,6,6,0,0,0,44,52,45,31,527,584,10,20,16,32
8479985,2023,Cale Fleury,SEA,D,1,13.5,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
8479977,2023,Kailer Yamamoto,SEA,R,59,707.5,898,61,108,16,8,8,4,4,6,2,4,0,0,0,18,31,25,6,38,69,9,18,7,14
8483012,2023,Logan Morrison,SEA,C,4,52.53,65,6,16,0,0,0,0,0,0,0,0,0,0,0,8,2,3,0,14,17,0,0,1,2
8480226,2023,Marin Studenic,SEA,R,2,16.22,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0
8478840,2023,Will Borgen,SEA,D,82,1442.2,1941,97,258,25,3,22,12,10,0,0,0,0,0,0,111,195,16,19,0,0,23,55,10,29
8480834,2023,Ty Emberson,SJS,D,30,556.48,706,31,74,10,1,9,3,6,1,0,1,0,0,0,46,94,7,8,0,0,3,6,2,4
8477335,2023,Kyle Burroughs,SJS,D,73,1397.63,1685,79,194,8,2,6,3,3,1,0,1,0,0,0,134,233,29,20,0,0,31,71,16,41
8474053,2023,Logan Couture,SJS,C,6,112.52,132,7,20,1,0,1,1,0,0,0,0,0,0,0,8,8,2,1,46,50,2,4,1,2
8480821,2023,Filip Zadina,SJS,R,72,960.47,1200,137,267,23,13,10,5,5,4,3,1,0,0,0,28,55,29,19,15,53,8,18,15,32
8482144,2023,Jack Thompson,SJS,D,3,47.02,61,4,7,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0
8479983,2023,Mario Ferraro,SJS,D,78,1783.82,1953,124,270,21,3,18,9,9,0,0,0,0,0,0,195,124,24,30,0,0,18,36,8,16
8482222,2023,Alexander Barabanov,SJS,L,46,730.13,855,67,140,13,4,9,3,6,2,0,2,0,0,0,15,27,18,15,2,3,6,12,5,10
8480216,2023,Jacob Peterson,SJS,C,6,79.5,113,3,5,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,15,33,1,2,2,4
8480188,2023,Fabian Zetterlund,SJS,L,82,1546.2,1754,204,427,44,24,20,17,3,16,6,10,1,1,0,71,120,43,32,28,57,15,33,12,27
8480011,2023,Klim Kostin,SJS,C,52,567.28,739,43,88,14,8,6,4,2,1,0,1,0,0,0,16,108,9,15,8,12,17,43,17,43
8471709,2023,Marc-Edouard Vlasic,SJS,D,57,928,1205,72,158,12,6,6,2,4,0,0,0,0,0,0,108,35,16,27,0,0,8,16,4,8
8477149,2023,Scott Sabourin,SJS,R,3,27.83,34,3,3,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,2,2,9,1,5
8478067,2023,Oskar Lindblom,SJS,L,1,11.93,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8481812,2023,Nikolai Knyzhov,SJS,D,10,176.42,220,6,19,1,0,1,0,1,0,0,0,0,0,0,17,13,3,2,0,0,3,6,2,4
8482101,2023,Danil Gushchin,SJS,L,4,58.73,71,4,12,2,1,1,1,0,0,0,0,0,0,0,7,1,2,0,0,1,0,0,0,0
8482667,2023,William Eklund,SJS,L,80,1492.97,1697,128,272,45,16,29,16,13,15,7,8,1,0,1,72,39,24,23,72,158,15,30,18,36
8479379,2023,Givani Smith,SJS,R,36,281.13,381,31,55,4,1,3,3,0,0,0,0,0,0,0,12,87,8,8,2,3,14,40,11,34
8484911,2023,Collin Graf,SJS,R,7,116.17,134,7,14,2,0,2,0,2,1,0,1,0,0,0,7,5,5,1,0,0,0,0,0,0
8481567,2023,Henry Thrun,SJS,D,51,1019.98,1254,48,114,11,3,8,4,4,4,2,2,0,0,0,71,26,17,28,0,0,8,16,5,10
8479439,2023,Jacob MacDonald,SJS,D,34,408.73,533,49,103,9,7,2,1,1,4,3,1,0,0,0,17,40,10,2,1,3,5,13,5,10
8480172,2023,Jan Rutta,SJS,D,69,1360.72,1651,69,202,19,5,14,6,8,0,0,0,2,0,2,110,69,14,16,0,0,14,28,6,12
8482166,2023,Shakir Mukhamadullin,SJS,D,3,63.47,86,5,12,1,0,1,1,0,1,0,1,0,0,0,11,5,1,2,0,0,2,4,0,0
8477846,2023,Ryan Carpenter,SJS,C,62,688.38,973,58,102,12,5,7,4,3,0,0,0,0,0,0,31,47,18,10,242,264,3,6,2,4
8481477,2023,Nico Sturm,SJS,C,63,923.53,1324,69,133,13,5,8,7,1,0,0,0,1,1,0,39,75,21,18,497,330,5,12,10,20
8479316,2023,Luke Kunin,SJS,C,77,1212.03,1558,98,196,18,11,7,7,0,5,2,3,0,0,0,60,165,22,15,218,262,28,83,26,79
8477473,2023,Justin Bailey,SJS,R,59,665.57,971,70,142,14,5,9,6,3,1,0,1,0,0,0,29,76,20,10,6,11,3,6,12,24
8476988,2023,Matt Benning,SJS,D,14,258.72,316,13,32,2,0,2,2,0,0,0,0,0,0,0,29,19,5,9,0,0,8,14,2,4
8480884,2023,Calen Addison,SJS,D,72,1243.05,1506,93,221,17,1,16,8,8,8,0,8,0,0,0,83,48,18,14,0,0,17,42,11,22
8474884,2023,Mike Hoffman,SJS,C,66,906.28,1094,71,160,23,10,13,4,9,4,2,2,0,0,0,27,28,31,12,12,20,10,20,5,10
8478099,2023,Kevin Labanc,SJS,R,46,534.62,683,60,115,9,2,7,4,3,3,0,3,0,0,0,17,61,5,10,6,14,7,16,4,8
8475798,2023,Mikael Granlund,SJS,C,69,1446.2,1607,134,258,60,12,48,24,24,21,1,20,1,0,1,55,61,49,21,493,560,16,32,18,36
8482133,2023,Thomas Bordeleau,SJS,C,27,405.65,480,48,89,11,6,5,3,2,7,4,3,0,0,0,19,12,11,5,66,59,9,18,6,12
8480021,2023,Jack Studnicka,SJS,C,22,251.93,355,20,42,1,1,0,0,0,0,0,0,0,0,0,11,36,7,8,61,92,3,6,1,2
8475763,2023,Kevin Hayes,STL,R,79,1142.88,1415,153,271,29,13,16,5,11,5,0,5,0,0,0,17,42,41,31,478,360,6,12,23,46
8478104,2023,Sammy Blais,STL,L,53,513.53,671,33,67,7,1,6,5,1,0,0,0,0,0,0,19,193,15,15,2,7,9,21,11,24
8476892,2023,Colton Parayko,STL,D,82,1956.58,2248,154,309,26,10,16,8,8,1,0,1,2,1,1,218,113,73,48,0,0,10,23,7,17
8478874,2023,Adam Gaudette,STL,C,2,19.6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,2,4,0,0
8477402,2023,Pavel Buchnevich,STL,L,80,1585.97,1782,207,390,63,27,36,21,15,16,8,8,3,2,1,28,43,47,50,77,129,19,38,18,34
8479385,2023,Jordan Kyrou,STL,C,82,1503.2,1660,251,506,67,31,36,22,14,19,6,13,0,0,0,32,26,51,53,3,6,11,22,14,28
8475753,2023,Justin Faulk,STL,D,60,1317.73,1605,132,264,30,2,28,16,12,5,1,4,1,0,1,104,83,35,35,0,0,13,29,3,9
8477573,2023,Nathan Walker,STL,L,45,486.45,632,43,76,13,7,6,1,5,0,0,0,0,0,0,35,95,10,4,20,22,6,18,9,24
8476907,2023,Mackenzie MacEachern,STL,L,8,62.95,83,4,6,1,0,1,0,1,0,0,0,0,0,0,2,10,2,1,0,0,1,0,1,2
8481070,2023,Hugh McGing,STL,L,5,41.9,52,4,5,0,0,0,0,0,0,0,0,0,0,0,3,7,3,1,1,6,0,0,2,4
8481543,2023,Nikita Alexandrov,STL,C,23,196.1,262,15,25,2,0,2,0,2,0,0,0,0,0,0,7,29,5,5,37,54,2,4,1,2
8482089,2023,Jake Neighbours,STL,L,77,1209.43,1454,145,233,38,27,11,9,2,14,8,6,0,0,0,45,138,39,17,11,18,9,21,19,39
8476438,2023,Brandon Saad,STL,L,82,1271.25,1543,144,247,42,26,16,7,9,5,5,0,0,0,0,16,17,33,17,12,16,10,20,11,24
8475181,2023,Nick Leddy,STL,D,82,1833.65,2123,82,172,28,3,25,14,11,1,0,1,2,1,1,127,51,32,38,0,0,7,14,12,24
8476792,2023,Torey Krug,STL,D,77,1691.02,2047,162,354,39,4,35,16,19,12,0,12,0,0,0,111,64,38,45,0,0,16,32,15,30
8480281,2023,Alexey Toropchenko,STL,R,82,1026.8,1320,114,179,21,14,7,5,2,0,0,0,2,2,0,55,165,21,13,0,3,15,30,18,36
8482737,2023,Zack Bolduc,STL,C,25,300.38,368,38,64,9,5,4,1,3,0,0,0,0,0,0,12,12,15,10,1,1,3,6,2,4
8482784,2023,Zach Dean,STL,C,9,94.98,121,10,18,0,0,0,0,0,0,0,0,0,0,0,5,10,5,3,21,21,2,6,1,2
8481059,2023,Scott Perunovich,STL,D,54,824.68,1006,36,80,17,0,17,10,7,6,0,6,0,0,0,53,30,15,16,0,0,6,12,8,20
8477944,2023,Jakub Vrana,STL,L,21,254.65,315,42,66,6,2,4,2,2,0,0,0,0,0,0,4,9,4,3,0,13,4,8,1,2
8482516,2023,Matthew Kessel,STL,D,39,654.98,842,28,82,7,1,6,2,4,0,0,0,0,0,0,65,40,15,19,0,0,6,12,2,4
8475170,2023,Brayden Schenn,STL,C,82,1458.03,1738,170,327,46,20,26,17,9,12,4,8,1,1,0,51,169,59,38,454,466,22,56,19,50
8481006,2023,Tyler Tucker,STL,D,26,323.72,452,17,41,2,1,1,1,0,0,0,0,0,0,0,27,64,7,6,0,0,15,42,9,30
8480023,2023,Robert Thomas,STL,C,82,1719.25,1893,170,326,86,26,60,35,25,25,7,18,3,1,2,47,16,70,54,876,773,19,38,17,34
8476897,2023,Oskar Sundqvist,STL,C,71,940.73,1228,68,136,21,6,15,11,4,5,3,2,3,1,2,49,82,26,13,247,342,16,32,23,50
8477953,2023,Kasperi Kapanen,STL,R,73,1050.05,1333,99,185,22,6,16,11,5,0,0,0,2,1,1,27,64,37,16,13,25,7,14,10,20
8480157,2023,Calle Rosen,STL,D,6,75.98,104,5,11,1,0,1,0,1,0,0,0,0,0,0,7,2,0,6,0,0,1,2,0,0
8474618,2023,Marco Scandella,STL,D,65,810.8,1185,42,107,8,2,6,4,2,0,0,0,1,1,0,49,70,22,16,0,0,6,15,5,15
8482070,2023,Mitchell Chaffee,TBL,R,30,338.65,490,27,53,7,4,3,1,2,0,0,0,0,0,0,20,88,2,3,0,4,2,4,5,10
8476453,2023,Nikita Kucherov,TBL,R,81,1755.17,1793,306,635,144,44,100,62,38,49,11,38,0,0,0,35,45,62,96,2,2,11,22,22,44
8481719,2023,Maxwell Crozier,TBL,D,13,168.15,228,13,32,2,0,2,2,0,0,0,0,0,0,0,11,16,6,5,0,0,2,7,2,7
8477839,2023,Conor Sheary,TBL,L,57,632.83,869,50,90,15,4,11,7,4,0,0,0,0,0,0,35,19,20,6,4,7,6,12,3,6
8481043,2023,Cole Koepke,TBL,L,9,60.32,96,9,15,2,0,2,1,1,0,0,0,0,0,0,1,23,2,1,0,0,0,0,1,4
8477353,2023,Tyler Motte,TBL,C,69,858.57,1174,83,177,9,6,3,2,1,0,0,0,2,2,0,41,97,41,14,78,77,9,18,12,24
8478178,2023,Darren Raddysh,TBL,D,82,1566.67,1890,101,242,33,6,27,8,19,7,1,6,0,0,0,105,75,14,28,0,0,9,21,13,29
8478519,2023,Anthony Cirelli,TBL,C,79,1462.98,1821,129,241,45,20,25,13,12,8,4,4,2,2,0,75,64,48,24,460,475,14,28,28,56
8480246,2023,Nick Perbix,TBL,D,77,1315.28,1744,57,150,24,2,22,9,13,0,0,0,0,0,0,114,80,29,26,0,0,5,10,12,24
8482201,2023,Gage Goncalves,TBL,C,2,19.92,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,6,1,2
8478010,2023,Brayden Point,TBL,C,81,1623.17,1768,228,421,90,46,44,26,18,31,15,16,0,0,0,44,16,36,35,294,350,7,14,15,30
8476822,2023,Luke Glendening,TBL,C,81,940.92,1441,57,111,11,10,1,1,0,0,0,0,1,1,0,53,121,11,4,531,417,13,29,7,17
8482929,2023,Emil Lilleberg,TBL,D,37,599.57,795,31,77,5,0,5,3,2,0,0,0,0,0,0,48,104,6,14,0,0,8,16,2,4
8475766,2023,Austin Watson,TBL,L,33,239.73,375,17,34,4,2,2,1,1,0,0,0,0,0,0,20,85,3,0,0,4,17,63,11,43
8479718,2023,Alex Barr-Boulet,TBL,C,36,402.8,558,46,81,9,6,3,2,1,2,2,0,0,0,0,8,26,14,9,14,14,5,10,6,12
8483398,2023,Declan Carlile,TBL,D,1,11.45,20,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
8477426,2023,Nicholas Paul,TBL,L,82,1415.32,1697,153,285,46,24,22,13,9,14,9,5,0,0,0,42,104,36,25,531,447,12,27,12,29
8475167,2023,Victor Hedman,TBL,D,78,1934.73,2036,168,403,76,13,63,32,31,28,4,24,0,0,0,102,65,29,54,0,0,23,46,9,20
8476856,2023,Matt Dumba,TBL,D,76,1499.68,1918,86,202,12,4,8,1,7,0,0,0,0,0,0,108,202,9,45,0,1,30,68,15,36
8477407,2023,Anthony Duclair,TBL,L,73,1151.48,1457,129,246,42,24,18,10,8,10,4,6,0,0,0,35,49,36,17,17,29,12,24,14,28
8479026,2023,Philippe Myers,TBL,D,5,58.47,74,6,17,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,2,0,0
8474564,2023,Steven Stamkos,TBL,C,79,1440.05,1612,262,490,81,40,41,18,23,36,17,19,0,0,0,43,78,23,52,357,280,17,34,14,28
8479542,2023,Brandon Hagel,TBL,L,82,1578.98,1923,184,344,75,26,49,38,11,7,2,5,2,0,2,45,55,54,39,25,36,28,59,31,63
8478416,2023,Erik Cernak,TBL,D,69,1323.83,1667,53,130,13,2,11,6,5,0,0,0,0,0,0,109,198,16,25,0,0,22,53,10,29
8475177,2023,Calvin de Haan,TBL,D,59,980.9,1272,56,163,10,3,7,3,4,0,0,0,0,0,0,82,96,11,23,0,0,11,22,5,10
8479661,2023,Tanner Jeannot,TBL,L,55,661,856,59,117,14,7,7,2,5,2,1,1,0,0,0,27,211,6,15,23,41,21,65,15,51
8479410,2023,Mikhail Sergachev,TBL,D,34,766.9,907,53,142,19,2,17,9,8,6,0,6,0,0,0,69,36,7,18,0,0,8,16,4,8
8484325,2023,Waltteri Merela,TBL,C,19,186.5,269,17,28,1,1,0,0,0,0,0,0,0,0,0,6,32,2,2,1,3,2,4,4,8
8479591,2023,Michael Eyssimont,TBL,C,81,960.08,1359,149,284,25,11,14,7,7,4,2,2,0,0,0,31,134,31,22,6,7,28,74,30,80
8477938,2023,Haydn Fleury,TBL,D,24,386.97,525,25,61,5,1,4,2,2,0,0,0,0,0,0,40,31,2,15,0,0,5,10,4,8
8480950,2023,Ilya Lyubushkin,TOR,D,74,1267.23,1717,47,107,8,0,8,4,4,0,0,0,0,0,0,168,176,23,40,0,0,22,47,10,23
8476931,2023,Jake McCabe,TOR,D,73,1507.93,2088,73,187,28,8,20,9,11,2,1,1,1,0,1,129,219,16,49,0,0,25,56,15,38
8478483,2023,Mitch Marner,TOR,R,69,1468.08,1632,158,365,85,26,59,40,19,23,6,17,1,1,0,51,59,59,60,4,12,9,18,14,30
8482259,2023,Bobby McMann,TOR,C,56,647.32,868,118,196,24,15,9,3,6,1,1,0,0,0,0,18,117,21,12,6,4,13,32,9,21
8477479,2023,Tyler Bertuzzi,TOR,L,80,1283.65,1564,160,307,43,21,22,13,9,6,5,1,0,0,0,44,98,44,47,4,9,20,43,23,49
8470966,2023,Mark Giordano,TOR,D,46,764.38,1079,59,147,9,3,6,2,4,0,0,0,0,0,0,86,51,9,27,0,0,15,29,5,13
8481122,2023,Simon Benoit,TOR,D,64,1102.6,1611,52,124,5,1,4,1,3,0,0,0,0,0,0,102,246,17,29,0,0,22,56,13,42
8480043,2023,Timothy Liljegren,TOR,D,55,1081.48,1454,62,160,23,3,20,8,12,7,0,7,1,0,1,116,92,10,40,0,0,8,16,6,12
8480980,2023,Connor Dewar,TOR,C,74,862.1,1172,77,151,19,11,8,5,3,0,0,0,1,1,0,38,123,21,6,192,218,11,28,7,20
8482720,2023,Matthew Knies,TOR,L,80,1094.2,1421,115,188,35,15,20,12,8,2,0,2,0,0,0,30,169,38,29,0,1,21,45,17,37
8477939,2023,William Nylander,TOR,R,82,1632.92,1856,316,580,98,40,58,36,22,31,10,21,4,3,1,29,32,68,45,56,63,12,24,20,40
8479393,2023,Noah Gregor,TOR,C,63,718.13,1011,110,194,12,6,6,5,1,1,1,0,0,0,0,26,147,16,13,14,10,7,17,16,39
8476441,2023,Joel Edmundson,TOR,D,53,883.3,1155,46,122,6,1,5,2,3,0,0,0,0,0,0,65,80,9,36,0,0,11,23,5,13
8475906,2023,John Klingberg,TOR,D,14,287.72,348,14,52,5,0,5,3,2,2,0,2,0,0,0,15,13,7,12,0,0,4,8,1,2
8480144,2023,David Kampf,TOR,C,78,1051.98,1409,79,135,19,8,11,4,7,0,0,0,0,0,0,29,84,26,16,469,453,9,18,9,20
8483489,2023,Fraser Minten,TOR,C,4,45.73,58,3,11,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,18,19,1,2,1,2
8475166,2023,John Tavares,TOR,C,80,1429.2,1638,279,484,65,29,36,18,18,19,9,10,0,0,0,37,134,37,51,802,551,15,30,22,44
8476853,2023,Morgan Rielly,TOR,D,72,1709.37,2142,173,360,58,7,51,29,22,18,1,17,0,0,0,137,98,27,61,0,0,8,17,5,10
8471817,2023,Ryan Reaves,TOR,R,49,397.7,572,26,60,6,4,2,2,0,0,0,0,0,0,0,17,164,8,9,1,0,14,49,11,43
8479318,2023,Auston Matthews,TOR,C,81,1698.28,1844,369,694,107,69,38,24,14,26,16,10,1,0,1,93,89,85,54,705,614,5,10,18,36
